datetime,leads,cpl,roi
2025-03-19 08:00:00,9,37.2,0.319
2025-03-19 09:00:00,7,36.0,0.43
2025-03-19 10:00:00,5,36.23,0.391
2025-03-19 11:00:00,5,38.62,0.349
2025-03-19 12:00:00,3,36.37,0.302
2025-03-19 13:00:00,4,34.55,0.304
2025-03-19 14:00:00,0,36.15,0.332
2025-03-19 15:00:00,2,38.4,0.316
2025-03-19 16:00:00,3,33.25,0.407
2025-03-19 17:00:00,4,34.13,0.275
2025-03-19 18:00:00,4,37.9,0.347
2025-03-19 19:00:00,2,34.42,0.222
2025-03-19 20:00:00,3,36.53,0.34
2025-03-19 21:00:00,4,37.58,0.365
2025-03-19 22:00:00,1,32.49,0.393
2025-03-19 23:00:00,4,34.18,0.292
2025-03-20 00:00:00,3,37.41,0.286
2025-03-20 01:00:00,4,34.75,0.372
2025-03-20 02:00:00,4,30.96,0.381
2025-03-20 03:00:00,6,33.98,0.31
2025-03-20 04:00:00,6,36.58,0.223
2025-03-20 05:00:00,6,37.55,0.268
2025-03-20 06:00:00,6,35.09,0.316
2025-03-20 07:00:00,5,35.96,0.25
2025-03-20 08:00:00,7,34.25,0.357
2025-03-20 09:00:00,2,36.79,0.282
2025-03-20 10:00:00,6,37.83,0.317
2025-03-20 11:00:00,2,36.51,0.375
2025-03-20 12:00:00,3,34.73,0.339
2025-03-20 13:00:00,1,35.83,0.418
2025-03-20 14:00:00,0,36.86,0.39
2025-03-20 15:00:00,1,35.01,0.268
2025-03-20 16:00:00,2,36.55,0.35
2025-03-20 17:00:00,1,35.68,0.328
2025-03-20 18:00:00,0,37.77,0.379
2025-03-20 19:00:00,6,36.32,0.346
2025-03-20 20:00:00,3,33.92,0.295
2025-03-20 21:00:00,3,37.72,0.344
2025-03-20 22:00:00,1,35.82,0.301
2025-03-20 23:00:00,1,34.61,0.287
2025-03-21 00:00:00,2,32.17,0.314
2025-03-21 01:00:00,5,35.33,0.332
2025-03-21 02:00:00,2,38.53,0.384
2025-03-21 03:00:00,2,29.39,0.295
2025-03-21 04:00:00,5,29.46,0.223
2025-03-21 05:00:00,4,36.36,0.309
2025-03-21 06:00:00,3,35.29,0.332
2025-03-21 07:00:00,2,36.15,0.328
2025-03-21 08:00:00,6,33.74,0.306
2025-03-21 09:00:00,4,30.5,0.366
2025-03-21 10:00:00,1,33.1,0.335
2025-03-21 11:00:00,0,37.88,0.349
2025-03-21 12:00:00,1,33.84,0.227
2025-03-21 13:00:00,2,33.84,0.31
2025-03-21 14:00:00,2,29.45,0.312
2025-03-21 15:00:00,2,31.09,0.403
2025-03-21 16:00:00,0,36.9,0.313
2025-03-21 17:00:00,1,34.15,0.285
2025-03-21 18:00:00,3,36.63,0.282
2025-03-21 19:00:00,3,33.13,0.367
2025-03-21 20:00:00,2,31.68,0.289
2025-03-21 21:00:00,5,34.08,0.275
2025-03-21 22:00:00,3,33.44,0.364
2025-03-21 23:00:00,4,32.9,0.338
2025-03-22 00:00:00,3,32.94,0.306
2025-03-22 01:00:00,3,34.26,0.251
2025-03-22 02:00:00,3,33.53,0.345
2025-03-22 03:00:00,5,32.63,0.359
2025-03-22 04:00:00,5,38.08,0.27
2025-03-22 05:00:00,2,35.37,0.336
2025-03-22 06:00:00,4,34.75,0.312
2025-03-22 07:00:00,5,34.28,0.273
2025-03-22 08:00:00,6,35.73,0.295
2025-03-22 09:00:00,4,35.44,0.315
2025-03-22 10:00:00,4,32.28,0.251
2025-03-22 11:00:00,2,31.27,0.346
2025-03-22 12:00:00,3,29.76,0.282
2025-03-22 13:00:00,5,37.87,0.283
2025-03-22 14:00:00,3,33.37,0.342
2025-03-22 15:00:00,0,35.42,0.294
2025-03-22 16:00:00,0,34.62,0.306
2025-03-22 17:00:00,3,36.02,0.311
2025-03-22 18:00:00,2,34.04,0.278
2025-03-22 19:00:00,3,31.49,0.291
2025-03-22 20:00:00,2,32.05,0.316
2025-03-22 21:00:00,5,33.39,0.316
2025-03-22 22:00:00,4,30.9,0.343
2025-03-22 23:00:00,5,32.34,0.345
2025-03-23 00:00:00,4,31.62,0.377
2025-03-23 01:00:00,8,33.34,0.241
2025-03-23 02:00:00,6,32.97,0.362
2025-03-23 03:00:00,8,34.18,0.299
2025-03-23 04:00:00,6,35.62,0.349
2025-03-23 05:00:00,10,33.4,0.333
2025-03-23 06:00:00,10,30.85,0.287
2025-03-23 07:00:00,5,29.73,0.392
2025-03-23 08:00:00,6,34.13,0.354
2025-03-23 09:00:00,8,32.44,0.337
2025-03-23 10:00:00,5,33.43,0.425
2025-03-23 11:00:00,6,34.37,0.267
2025-03-23 12:00:00,7,36.57,0.317
2025-03-23 13:00:00,5,30.16,0.343
2025-03-23 14:00:00,6,31.6,0.262
2025-03-23 15:00:00,4,33.43,0.282
2025-03-23 16:00:00,1,31.29,0.365
2025-03-23 17:00:00,6,30.56,0.29
2025-03-23 18:00:00,7,36.12,0.359
2025-03-23 19:00:00,9,31.38,0.283
2025-03-23 20:00:00,2,30.82,0.416
2025-03-23 21:00:00,7,31.11,0.198
2025-03-23 22:00:00,4,35.55,0.365
2025-03-23 23:00:00,10,31.95,0.327
2025-03-24 00:00:00,9,30.54,0.238
2025-03-24 01:00:00,7,31.6,0.303
2025-03-24 02:00:00,10,33.15,0.218
2025-03-24 03:00:00,9,35.0,0.332
2025-03-24 04:00:00,10,34.8,0.284
2025-03-24 05:00:00,10,31.59,0.217
2025-03-24 06:00:00,12,32.05,0.322
2025-03-24 07:00:00,12,37.28,0.321
2025-03-24 08:00:00,8,35.04,0.419
2025-03-24 09:00:00,10,32.51,0.355
2025-03-24 10:00:00,9,28.38,0.194
2025-03-24 11:00:00,6,32.02,0.287
2025-03-24 12:00:00,6,30.25,0.369
2025-03-24 13:00:00,10,31.14,0.232
2025-03-24 14:00:00,7,30.9,0.275
2025-03-24 15:00:00,8,32.33,0.314
2025-03-24 16:00:00,6,32.9,0.287
2025-03-24 17:00:00,5,31.26,0.393
2025-03-24 18:00:00,6,30.13,0.322
2025-03-24 19:00:00,6,32.29,0.315
2025-03-24 20:00:00,4,31.62,0.267
2025-03-24 21:00:00,5,28.78,0.258
2025-03-24 22:00:00,9,33.75,0.318
2025-03-24 23:00:00,7,31.04,0.309
2025-03-25 00:00:00,8,31.92,0.252
2025-03-25 01:00:00,9,31.98,0.324
2025-03-25 02:00:00,10,32.35,0.316
2025-03-25 03:00:00,11,32.64,0.297
2025-03-25 04:00:00,8,29.7,0.372
2025-03-25 05:00:00,11,32.89,0.312
2025-03-25 06:00:00,11,31.54,0.3
2025-03-25 07:00:00,11,34.36,0.369
2025-03-25 08:00:00,7,33.78,0.305
2025-03-25 09:00:00,9,34.76,0.292
2025-03-25 10:00:00,11,30.2,0.254
2025-03-25 11:00:00,7,34.61,0.315
2025-03-25 12:00:00,7,32.18,0.359
2025-03-25 13:00:00,7,33.33,0.291
2025-03-25 14:00:00,4,33.26,0.245
2025-03-25 15:00:00,8,32.79,0.362
2025-03-25 16:00:00,6,29.66,0.364
2025-03-25 17:00:00,6,33.7,0.341
2025-03-25 18:00:00,2,32.45,0.316
2025-03-25 19:00:00,6,28.76,0.332
2025-03-25 20:00:00,6,30.7,0.234
2025-03-25 21:00:00,8,29.2,0.282
2025-03-25 22:00:00,5,28.73,0.345
2025-03-25 23:00:00,5,33.25,0.328
2025-03-26 00:00:00,6,28.54,0.356
2025-03-26 01:00:00,6,28.82,0.388
2025-03-26 02:00:00,6,35.38,0.249
2025-03-26 03:00:00,10,30.48,0.335
2025-03-26 04:00:00,10,32.65,0.298
2025-03-26 05:00:00,7,33.54,0.288
2025-03-26 06:00:00,7,32.8,0.434
2025-03-26 07:00:00,4,31.51,0.232
2025-03-26 08:00:00,8,31.09,0.301
2025-03-26 09:00:00,9,32.2,0.299
2025-03-26 10:00:00,5,30.63,0.313
2025-03-26 11:00:00,5,32.43,0.212
2025-03-26 12:00:00,5,30.48,0.261
2025-03-26 13:00:00,6,30.66,0.313
2025-03-26 14:00:00,4,34.67,0.24
2025-03-26 15:00:00,3,29.91,0.358
2025-03-26 16:00:00,3,30.86,0.339
2025-03-26 17:00:00,0,31.64,0.231
2025-03-26 18:00:00,0,31.73,0.298
2025-03-26 19:00:00,1,31.28,0.329
2025-03-26 20:00:00,4,28.15,0.241
2025-03-26 21:00:00,2,30.93,0.231
2025-03-26 22:00:00,3,31.05,0.262
2025-03-26 23:00:00,3,32.8,0.444
2025-03-27 00:00:00,4,31.96,0.364
2025-03-27 01:00:00,7,32.85,0.279
2025-03-27 02:00:00,5,28.39,0.243
2025-03-27 03:00:00,4,28.36,0.268
2025-03-27 04:00:00,5,30.96,0.385
2025-03-27 05:00:00,8,32.53,0.411
2025-03-27 06:00:00,4,29.82,0.268
2025-03-27 07:00:00,3,28.69,0.324
2025-03-27 08:00:00,4,26.93,0.296
2025-03-27 09:00:00,4,30.81,0.372
2025-03-27 10:00:00,4,29.82,0.254
2025-03-27 11:00:00,4,29.13,0.358
2025-03-27 12:00:00,1,31.77,0.242
2025-03-27 13:00:00,0,29.74,0.356
2025-03-27 14:00:00,1,29.87,0.266
2025-03-27 15:00:00,2,31.63,0.293
2025-03-27 16:00:00,0,34.16,0.276
2025-03-27 17:00:00,0,28.85,0.406
2025-03-27 18:00:00,0,27.94,0.358
2025-03-27 19:00:00,2,27.67,0.287
2025-03-27 20:00:00,2,30.56,0.267
2025-03-27 21:00:00,3,27.38,0.374
2025-03-27 22:00:00,4,28.77,0.138
2025-03-27 23:00:00,2,28.91,0.332
2025-03-28 00:00:00,1,32.55,0.26
2025-03-28 01:00:00,1,31.78,0.42
2025-03-28 02:00:00,1,26.27,0.444
2025-03-28 03:00:00,3,32.47,0.309
2025-03-28 04:00:00,3,26.83,0.289
2025-03-28 05:00:00,5,29.54,0.311
2025-03-28 06:00:00,4,27.51,0.276
2025-03-28 07:00:00,3,28.36,0.267
2025-03-28 08:00:00,3,27.13,0.319
2025-03-28 09:00:00,1,32.4,0.338
2025-03-28 10:00:00,4,28.72,0.314
2025-03-28 11:00:00,1,29.41,0.321
2025-03-28 12:00:00,0,26.77,0.275
2025-03-28 13:00:00,2,26.05,0.26
2025-03-28 14:00:00,2,27.94,0.259
2025-03-28 15:00:00,0,29.83,0.345
2025-03-28 16:00:00,2,28.51,0.311
2025-03-28 17:00:00,0,30.65,0.317
2025-03-28 18:00:00,0,28.91,0.323
2025-03-28 19:00:00,1,28.63,0.303
2025-03-28 20:00:00,2,29.65,0.312
2025-03-28 21:00:00,2,28.74,0.371
2025-03-28 22:00:00,2,30.38,0.345
2025-03-28 23:00:00,2,29.57,0.297
2025-03-29 00:00:00,4,30.24,0.282
2025-03-29 01:00:00,4,29.81,0.357
2025-03-29 02:00:00,7,31.05,0.322
2025-03-29 03:00:00,6,29.95,0.29
2025-03-29 04:00:00,4,31.74,0.241
2025-03-29 05:00:00,4,27.13,0.39
2025-03-29 06:00:00,5,29.84,0.249
2025-03-29 07:00:00,7,25.37,0.32
2025-03-29 08:00:00,7,29.98,0.397
2025-03-29 09:00:00,4,28.16,0.288
2025-03-29 10:00:00,3,29.88,0.303
2025-03-29 11:00:00,2,31.33,0.348
2025-03-29 12:00:00,4,29.53,0.245
2025-03-29 13:00:00,6,27.06,0.222
2025-03-29 14:00:00,3,25.67,0.287
2025-03-29 15:00:00,0,28.88,0.309
2025-03-29 16:00:00,1,27.2,0.308
2025-03-29 17:00:00,1,29.06,0.376
2025-03-29 18:00:00,1,26.68,0.257
2025-03-29 19:00:00,2,25.79,0.297
2025-03-29 20:00:00,4,27.13,0.38
2025-03-29 21:00:00,5,28.58,0.291
2025-03-29 22:00:00,6,27.78,0.404
2025-03-29 23:00:00,6,25.87,0.293
2025-03-30 00:00:00,3,31.06,0.27
2025-03-30 01:00:00,5,27.15,0.302
2025-03-30 02:00:00,7,22.86,0.317
2025-03-30 03:00:00,7,29.21,0.283
2025-03-30 04:00:00,9,27.29,0.324
2025-03-30 05:00:00,8,26.94,0.296
2025-03-30 06:00:00,8,26.86,0.367
2025-03-30 07:00:00,8,26.83,0.329
2025-03-30 08:00:00,7,30.51,0.304
2025-03-30 09:00:00,7,28.06,0.288
2025-03-30 10:00:00,8,27.62,0.344
2025-03-30 11:00:00,6,26.54,0.305
2025-03-30 12:00:00,6,30.48,0.281
2025-03-30 13:00:00,5,28.68,0.267
2025-03-30 14:00:00,7,28.93,0.338
2025-03-30 15:00:00,3,27.48,0.28
2025-03-30 16:00:00,8,28.89,0.288
2025-03-30 17:00:00,3,27.64,0.331
2025-03-30 18:00:00,4,26.08,0.356
2025-03-30 19:00:00,6,27.52,0.333
2025-03-30 20:00:00,7,30.95,0.345
2025-03-30 21:00:00,4,27.13,0.338
2025-03-30 22:00:00,5,29.23,0.303
2025-03-30 23:00:00,8,29.04,0.322
2025-03-31 00:00:00,11,27.75,0.394
2025-03-31 01:00:00,10,29.9,0.293
2025-03-31 02:00:00,9,22.21,0.248
2025-03-31 03:00:00,6,22.85,0.176
2025-03-31 04:00:00,10,29.95,0.399
2025-03-31 05:00:00,10,25.17,0.401
2025-03-31 06:00:00,9,26.66,0.253
2025-03-31 07:00:00,8,29.9,0.366
2025-03-31 08:00:00,10,26.77,0.354
2025-03-31 09:00:00,7,29.72,0.334
2025-03-31 10:00:00,11,25.54,0.327
2025-03-31 11:00:00,10,27.52,0.264
2025-03-31 12:00:00,8,26.37,0.308
2025-03-31 13:00:00,7,29.21,0.319
2025-03-31 14:00:00,6,25.67,0.305
2025-03-31 15:00:00,6,24.24,0.299
2025-03-31 16:00:00,9,25.21,0.366
2025-03-31 17:00:00,7,25.27,0.352
2025-03-31 18:00:00,6,24.79,0.345
2025-03-31 19:00:00,8,24.68,0.348
2025-03-31 20:00:00,7,28.28,0.313
2025-03-31 21:00:00,8,28.82,0.359
2025-03-31 22:00:00,9,26.76,0.241
2025-03-31 23:00:00,9,24.66,0.304
2025-04-01 00:00:00,10,24.76,0.336
2025-04-01 01:00:00,9,21.76,0.328
2025-04-01 02:00:00,9,26.64,0.319
2025-04-01 03:00:00,9,24.49,0.347
2025-04-01 04:00:00,9,28.77,0.373
2025-04-01 05:00:00,7,23.05,0.247
2025-04-01 06:00:00,8,24.6,0.315
2025-04-01 07:00:00,8,25.57,0.264
2025-04-01 08:00:00,8,26.67,0.354
2025-04-01 09:00:00,11,29.32,0.336
2025-04-01 10:00:00,8,22.95,0.252
2025-04-01 11:00:00,8,25.07,0.3
2025-04-01 12:00:00,7,22.79,0.225
2025-04-01 13:00:00,9,27.21,0.347
2025-04-01 14:00:00,5,24.31,0.273
2025-04-01 15:00:00,5,25.38,0.243
2025-04-01 16:00:00,5,25.22,0.282
2025-04-01 17:00:00,7,25.78,0.329
2025-04-01 18:00:00,7,25.21,0.314
2025-04-01 19:00:00,6,23.56,0.275
2025-04-01 20:00:00,7,25.66,0.294
2025-04-01 21:00:00,6,23.88,0.285
2025-04-01 22:00:00,6,27.08,0.253
2025-04-01 23:00:00,8,25.55,0.206
2025-04-02 00:00:00,7,23.34,0.299
2025-04-02 01:00:00,6,30.21,0.328
2025-04-02 02:00:00,9,28.7,0.298
2025-04-02 03:00:00,7,30.25,0.401
2025-04-02 04:00:00,7,24.66,0.269
2025-04-02 05:00:00,9,23.66,0.297
2025-04-02 06:00:00,7,26.93,0.323
2025-04-02 07:00:00,8,27.52,0.321
2025-04-02 08:00:00,8,25.68,0.286
2025-04-02 09:00:00,5,21.06,0.296
2025-04-02 10:00:00,6,23.3,0.294
2025-04-02 11:00:00,7,26.09,0.332
2025-04-02 12:00:00,3,23.91,0.263
2025-04-02 13:00:00,4,22.49,0.176
2025-04-02 14:00:00,2,24.69,0.281
2025-04-02 15:00:00,4,18.7,0.382
2025-04-02 16:00:00,4,23.98,0.338
2025-04-02 17:00:00,2,24.32,0.219
2025-04-02 18:00:00,6,25.78,0.332
2025-04-02 19:00:00,4,26.24,0.308
2025-04-02 20:00:00,4,25.89,0.279
2025-04-02 21:00:00,4,26.92,0.244
2025-04-02 22:00:00,5,24.78,0.257
2025-04-02 23:00:00,2,22.2,0.269
2025-04-03 00:00:00,4,25.19,0.389
2025-04-03 01:00:00,5,23.34,0.329
2025-04-03 02:00:00,4,22.37,0.262
2025-04-03 03:00:00,6,26.23,0.27
2025-04-03 04:00:00,7,22.24,0.295
2025-04-03 05:00:00,5,26.42,0.275
2025-04-03 06:00:00,5,22.47,0.298
2025-04-03 07:00:00,3,24.47,0.29
2025-04-03 08:00:00,2,23.91,0.302
2025-04-03 09:00:00,5,27.31,0.197
2025-04-03 10:00:00,3,26.22,0.337
2025-04-03 11:00:00,3,23.38,0.269
2025-04-03 12:00:00,1,24.71,0.342
2025-04-03 13:00:00,1,27.68,0.406
2025-04-03 14:00:00,3,28.0,0.224
2025-04-03 15:00:00,1,22.27,0.301
2025-04-03 16:00:00,0,27.64,0.275
2025-04-03 17:00:00,1,27.49,0.316
2025-04-03 18:00:00,0,25.36,0.191
2025-04-03 19:00:00,1,24.82,0.278
2025-04-03 20:00:00,0,23.9,0.255
2025-04-03 21:00:00,0,22.49,0.377
2025-04-03 22:00:00,0,25.68,0.389
2025-04-03 23:00:00,2,24.66,0.281
2025-04-04 00:00:00,2,25.87,0.238
2025-04-04 01:00:00,3,25.92,0.254
2025-04-04 02:00:00,2,30.04,0.297
2025-04-04 03:00:00,5,27.4,0.225
2025-04-04 04:00:00,5,26.1,0.321
2025-04-04 05:00:00,4,20.73,0.285
2025-04-04 06:00:00,3,25.79,0.313
2025-04-04 07:00:00,3,28.18,0.315
2025-04-04 08:00:00,3,24.16,0.364
2025-04-04 09:00:00,1,29.4,0.327
2025-04-04 10:00:00,1,26.11,0.31
2025-04-04 11:00:00,3,25.62,0.307
2025-04-04 12:00:00,2,23.05,0.196
2025-04-04 13:00:00,4,28.04,0.304
2025-04-04 14:00:00,0,23.38,0.325
2025-04-04 15:00:00,0,23.92,0.288
2025-04-04 16:00:00,0,21.29,0.378
2025-04-04 17:00:00,0,26.85,0.22
2025-04-04 18:00:00,0,26.24,0.257
2025-04-04 19:00:00,1,25.1,0.263
2025-04-04 20:00:00,1,26.56,0.295
2025-04-04 21:00:00,1,26.38,0.262
2025-04-04 22:00:00,4,24.37,0.232
2025-04-04 23:00:00,6,23.54,0.276
2025-04-05 00:00:00,5,21.69,0.345
2025-04-05 01:00:00,5,24.77,0.332
2025-04-05 02:00:00,5,22.52,0.259
2025-04-05 03:00:00,7,25.47,0.275
2025-04-05 04:00:00,6,24.84,0.255
2025-04-05 05:00:00,4,24.37,0.23
2025-04-05 06:00:00,6,27.27,0.315
2025-04-05 07:00:00,6,23.22,0.229
2025-04-05 08:00:00,3,21.51,0.326
2025-04-05 09:00:00,4,24.77,0.384
2025-04-05 10:00:00,6,23.75,0.312
2025-04-05 11:00:00,1,25.49,0.324
2025-04-05 12:00:00,1,23.43,0.323
2025-04-05 13:00:00,3,26.11,0.269
2025-04-05 14:00:00,3,23.34,0.311
2025-04-05 15:00:00,0,23.33,0.308
2025-04-05 16:00:00,2,26.55,0.261
2025-04-05 17:00:00,4,25.24,0.167
2025-04-05 18:00:00,3,22.97,0.24
2025-04-05 19:00:00,4,23.46,0.245
2025-04-05 20:00:00,2,24.63,0.318
2025-04-05 21:00:00,3,23.11,0.218
2025-04-05 22:00:00,6,24.84,0.386
2025-04-05 23:00:00,6,24.93,0.374
2025-04-06 00:00:00,4,23.62,0.345
2025-04-06 01:00:00,5,26.77,0.267
2025-04-06 02:00:00,9,23.45,0.188
2025-04-06 03:00:00,6,28.0,0.334
2025-04-06 04:00:00,9,25.09,0.255
2025-04-06 05:00:00,7,24.23,0.331
2025-04-06 06:00:00,8,26.64,0.322
2025-04-06 07:00:00,8,25.65,0.27
2025-04-06 08:00:00,4,27.13,0.231
2025-04-06 09:00:00,5,21.62,0.301
2025-04-06 10:00:00,7,26.68,0.213
2025-04-06 11:00:00,5,24.63,0.305
2025-04-06 12:00:00,7,25.77,0.315
2025-04-06 13:00:00,3,25.54,0.258
2025-04-06 14:00:00,6,28.43,0.216
2025-04-06 15:00:00,3,22.04,0.373
2025-04-06 16:00:00,4,29.01,0.264
2025-04-06 17:00:00,3,27.22,0.281
2025-04-06 18:00:00,8,26.13,0.345
2025-04-06 19:00:00,3,22.99,0.262
2025-04-06 20:00:00,6,22.54,0.253
2025-04-06 21:00:00,4,24.78,0.391
2025-04-06 22:00:00,9,27.2,0.254
2025-04-06 23:00:00,8,25.94,0.351
2025-04-07 00:00:00,8,27.14,0.298
2025-04-07 01:00:00,11,23.08,0.297
2025-04-07 02:00:00,9,26.12,0.265
2025-04-07 03:00:00,10,28.25,0.28
2025-04-07 04:00:00,10,28.99,0.38
2025-04-07 05:00:00,11,23.61,0.333
2025-04-07 06:00:00,9,25.44,0.222
2025-04-07 07:00:00,9,25.49,0.24
2025-04-07 08:00:00,10,24.95,0.309
2025-04-07 09:00:00,9,28.04,0.322
2025-04-07 10:00:00,8,32.0,0.328
2025-04-07 11:00:00,6,24.06,0.286
2025-04-07 12:00:00,10,27.16,0.247
2025-04-07 13:00:00,6,26.93,0.249
2025-04-07 14:00:00,8,27.01,0.174
2025-04-07 15:00:00,7,29.07,0.371
2025-04-07 16:00:00,4,27.18,0.158
2025-04-07 17:00:00,8,22.19,0.277
2025-04-07 18:00:00,6,23.62,0.201
2025-04-07 19:00:00,8,24.39,0.26
2025-04-07 20:00:00,6,25.06,0.318
2025-04-07 21:00:00,8,26.31,0.175
2025-04-07 22:00:00,5,26.19,0.307
2025-04-07 23:00:00,7,23.01,0.332
2025-04-08 00:00:00,7,23.47,0.268
2025-04-08 01:00:00,8,22.48,0.426
2025-04-08 02:00:00,10,23.64,0.176
2025-04-08 03:00:00,9,28.77,0.203
2025-04-08 04:00:00,11,26.28,0.273
2025-04-08 05:00:00,8,24.95,0.274
2025-04-08 06:00:00,11,23.05,0.294
2025-04-08 07:00:00,11,24.9,0.335
2025-04-08 08:00:00,10,28.17,0.225
2025-04-08 09:00:00,8,27.94,0.22
2025-04-08 10:00:00,5,26.52,0.253
2025-04-08 11:00:00,8,26.53,0.34
2025-04-08 12:00:00,7,23.55,0.328
2025-04-08 13:00:00,5,25.58,0.284
2025-04-08 14:00:00,5,28.28,0.262
2025-04-08 15:00:00,7,25.85,0.28
2025-04-08 16:00:00,3,30.49,0.306
2025-04-08 17:00:00,6,29.69,0.293
2025-04-08 18:00:00,5,26.41,0.217
2025-04-08 19:00:00,4,26.82,0.214
2025-04-08 20:00:00,6,31.83,0.274
2025-04-08 21:00:00,8,29.12,0.324
2025-04-08 22:00:00,5,27.6,0.234
2025-04-08 23:00:00,6,27.87,0.307
2025-04-09 00:00:00,8,27.84,0.198
2025-04-09 01:00:00,8,27.54,0.291
2025-04-09 02:00:00,7,25.47,0.248
2025-04-09 03:00:00,7,26.85,0.182
2025-04-09 04:00:00,4,24.82,0.259
2025-04-09 05:00:00,7,29.18,0.224
2025-04-09 06:00:00,6,27.5,0.273
2025-04-09 07:00:00,8,29.36,0.307
2025-04-09 08:00:00,6,25.3,0.309
2025-04-09 09:00:00,6,30.73,0.188
2025-04-09 10:00:00,6,30.52,0.315
2025-04-09 11:00:00,4,24.82,0.307
2025-04-09 12:00:00,7,26.99,0.265
2025-04-09 13:00:00,6,27.25,0.223
2025-04-09 14:00:00,6,25.21,0.266
2025-04-09 15:00:00,4,27.61,0.367
2025-04-09 16:00:00,2,29.28,0.316
2025-04-09 17:00:00,5,27.27,0.334
2025-04-09 18:00:00,1,24.82,0.236
2025-04-09 19:00:00,1,29.83,0.259
2025-04-09 20:00:00,2,26.75,0.221
2025-04-09 21:00:00,4,27.0,0.252
2025-04-09 22:00:00,2,31.78,0.353
2025-04-09 23:00:00,3,29.25,0.263
2025-04-10 00:00:00,2,26.88,0.251
2025-04-10 01:00:00,5,26.16,0.297
2025-04-10 02:00:00,3,30.51,0.256
2025-04-10 03:00:00,4,30.42,0.29
2025-04-10 04:00:00,7,27.65,0.257
2025-04-10 05:00:00,7,26.19,0.295
2025-04-10 06:00:00,6,29.52,0.266
2025-04-10 07:00:00,5,29.98,0.229
2025-04-10 08:00:00,4,28.09,0.337
2025-04-10 09:00:00,3,26.67,0.376
2025-04-10 10:00:00,3,28.97,0.31
2025-04-10 11:00:00,0,29.88,0.209
2025-04-10 12:00:00,2,28.03,0.273
2025-04-10 13:00:00,2,29.57,0.297
2025-04-10 14:00:00,0,29.81,0.2
2025-04-10 15:00:00,3,31.42,0.257
2025-04-10 16:00:00,1,28.33,0.214
2025-04-10 17:00:00,1,26.94,0.233
2025-04-10 18:00:00,0,29.13,0.301
2025-04-10 19:00:00,0,32.68,0.282
2025-04-10 20:00:00,2,25.82,0.229
2025-04-10 21:00:00,1,24.76,0.281
2025-04-10 22:00:00,4,29.22,0.266
2025-04-10 23:00:00,2,28.72,0.328
2025-04-11 00:00:00,2,29.1,0.18
2025-04-11 01:00:00,4,29.07,0.247
2025-04-11 02:00:00,2,31.62,0.359
2025-04-11 03:00:00,5,29.57,0.225
2025-04-11 04:00:00,2,31.33,0.229
2025-04-11 05:00:00,5,24.78,0.257
2025-04-11 06:00:00,3,28.72,0.347
2025-04-11 07:00:00,4,28.19,0.303
2025-04-11 08:00:00,5,25.3,0.23
2025-04-11 09:00:00,3,30.12,0.279
2025-04-11 10:00:00,1,29.76,0.265
2025-04-11 11:00:00,1,29.07,0.305
2025-04-11 12:00:00,1,29.79,0.281
2025-04-11 13:00:00,0,30.29,0.293
2025-04-11 14:00:00,2,32.16,0.267
2025-04-11 15:00:00,1,31.46,0.349
2025-04-11 16:00:00,0,30.88,0.28
2025-04-11 17:00:00,2,34.88,0.251
2025-04-11 18:00:00,0,28.89,0.335
2025-04-11 19:00:00,1,27.63,0.312
2025-04-11 20:00:00,0,32.74,0.237
2025-04-11 21:00:00,0,34.17,0.085
2025-04-11 22:00:00,0,29.21,0.309
2025-04-11 23:00:00,2,33.28,0.26
2025-04-12 00:00:00,5,29.5,0.284
2025-04-12 01:00:00,4,31.78,0.341
2025-04-12 02:00:00,5,31.93,0.234
2025-04-12 03:00:00,2,29.43,0.226
2025-04-12 04:00:00,7,34.43,0.212
2025-04-12 05:00:00,5,34.71,0.392
2025-04-12 06:00:00,5,28.78,0.341
2025-04-12 07:00:00,7,31.27,0.315
2025-04-12 08:00:00,7,32.74,0.185
2025-04-12 09:00:00,6,27.19,0.21
2025-04-12 10:00:00,4,31.05,0.316
2025-04-12 11:00:00,2,27.73,0.301
2025-04-12 12:00:00,5,32.42,0.268
2025-04-12 13:00:00,1,31.3,0.213
2025-04-12 14:00:00,6,30.42,0.334
2025-04-12 15:00:00,2,28.08,0.37
2025-04-12 16:00:00,1,30.05,0.303
2025-04-12 17:00:00,1,32.33,0.243
2025-04-12 18:00:00,1,31.25,0.357
2025-04-12 19:00:00,3,33.76,0.289
2025-04-12 20:00:00,3,33.68,0.362
2025-04-12 21:00:00,2,33.63,0.263
2025-04-12 22:00:00,4,30.43,0.384
2025-04-12 23:00:00,3,32.14,0.258
2025-04-13 00:00:00,7,29.66,0.247
2025-04-13 01:00:00,6,29.11,0.322
2025-04-13 02:00:00,6,34.03,0.276
2025-04-13 03:00:00,5,29.34,0.299
2025-04-13 04:00:00,7,29.16,0.229
2025-04-13 05:00:00,7,32.0,0.23
2025-04-13 06:00:00,8,31.29,0.261
2025-04-13 07:00:00,8,31.5,0.298
2025-04-13 08:00:00,9,36.52,0.241
2025-04-13 09:00:00,6,29.96,0.333
2025-04-13 10:00:00,4,32.98,0.274
2025-04-13 11:00:00,8,32.21,0.365
2025-04-13 12:00:00,4,34.09,0.227
2025-04-13 13:00:00,4,30.54,0.296
2025-04-13 14:00:00,5,31.7,0.302
2025-04-13 15:00:00,5,32.42,0.293
